,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
3087,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.1,25.1
8925,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,2,24.45,86.6
1714,1,0,0,0,3,1,0,1,0,2,2,2,2,2,0,1,2,107.95,318.6
4270,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,1,3,20.95,109.5
339,1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,6603.0
9236,0,0,0,0,25,1,2,2,1,1,1,1,1,1,2,0,1,24.75,692.1
6369,1,0,1,1,13,1,0,1,2,0,0,0,0,2,0,0,2,84.05,1095.3
5496,0,0,1,1,12,0,1,0,0,0,0,2,0,0,1,0,1,30.25,368.85
8416,0,1,0,0,47,1,2,1,0,2,0,2,2,0,0,1,2,95.05,4504.55
5266,1,0,0,0,11,1,2,0,0,0,2,0,0,0,0,0,2,53.75,608.0
588,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.4,6668.05
3365,0,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,3,19.25,180.3
2670,1,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,20.7,828.85
3589,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,70.2,115.95
34,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,45.25
28,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.25,6369.45
7505,0,0,0,0,26,1,0,1,0,0,0,0,2,2,0,1,0,88.8,2274.35
5282,0,0,1,0,68,1,2,1,0,2,2,0,0,0,1,0,1,86.45,5762.95
2170,0,0,0,0,30,1,0,1,0,0,0,2,2,0,0,0,2,85.15,2555.9
8339,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,49.65,49.65
7423,0,0,0,0,39,1,0,1,0,0,2,2,0,0,2,1,2,80.45,3201.55
889,1,0,1,1,50,1,2,1,0,2,2,0,2,2,0,1,0,103.85,5017.9
6967,0,0,1,1,70,1,2,0,2,2,2,2,2,0,2,0,2,80.7,5617.95
3322,1,0,1,0,66,1,2,1,0,2,2,0,0,2,1,0,2,95.3,6273.4
9699,1,0,1,0,18,1,0,0,0,0,2,0,0,0,0,1,3,49.55,878.35
3514,0,0,1,0,16,1,0,2,1,1,1,1,1,1,0,0,3,19.6,314.45
8374,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.75,75.75
8620,1,0,1,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.65,7968.85
6179,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,20.05,358.5
3733,1,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,2,24.6,592.65
9771,0,0,0,1,17,1,2,0,0,0,2,0,0,0,1,1,3,55.85,937.5
9835,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,45.05
1654,1,0,1,1,68,1,2,0,0,2,0,2,0,2,2,0,1,70.8,4859.95
10089,0,0,0,0,58,1,0,1,2,2,2,0,2,2,1,1,2,106.45,6145.85
6210,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.7,25.7
223,1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,179.35
8906,0,1,1,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,916.75
9927,1,0,1,0,12,1,0,1,2,0,0,2,0,0,0,0,0,80.85,866.45
4239,1,0,1,1,68,1,2,1,2,2,2,0,2,2,2,1,2,110.2,7467.5
1590,1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.7,165.4
7835,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.15,70.15
3256,0,0,1,1,68,1,0,0,2,2,2,2,2,2,2,1,1,85.0,5607.75
6512,0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,0,3,25.1,428.45
5117,0,0,1,0,11,1,2,1,0,0,0,0,2,2,0,1,2,94.0,1078.9
2181,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.95,862.4
5384,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.6,70.6
7955,0,0,1,1,10,1,0,0,0,0,2,2,0,0,0,0,1,55.2,528.35
7299,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,2,35.1,68.75
7278,0,0,1,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.95,1378.25
5138,1,0,0,1,11,1,2,1,0,0,0,0,0,2,0,0,2,86.2,893.2
1209,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,1412.65
421,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.85,515.45
9023,0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,85.45,85.45
1706,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.4,1725.4
1158,0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,0,72.35,4991.5
2306,0,1,1,1,48,1,0,1,2,0,2,2,2,2,0,1,2,104.5,5068.05
273,1,1,1,0,20,1,2,1,0,2,0,2,2,2,0,0,2,107.05,2172.05
171,0,0,1,0,2,1,2,1,0,0,2,2,2,2,0,1,2,104.4,242.8
3956,0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,1,19.6,1441.65
5215,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,100.15,4459.8
3188,0,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,19.1,52.0
1725,1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,1,2,59.85,59.85
4605,0,1,0,0,54,1,2,1,0,2,0,0,0,0,0,1,2,79.5,4370.25
6065,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,23.45,23.45
1564,0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,2,46.3,639.45
1782,0,1,1,0,42,1,2,1,2,0,2,0,2,2,1,1,0,105.2,4599.15
843,0,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,3,20.55,295.95
9648,0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.15,1529.2
4783,1,0,1,0,3,1,0,2,1,1,1,1,1,1,0,0,0,20.0,49.65
904,1,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,2,56.4,234.85
6335,0,1,1,0,38,1,2,1,0,0,0,0,0,0,0,1,0,74.95,2869.85
10111,1,0,1,0,9,1,0,1,0,2,2,2,2,0,0,1,3,94.85,890.6
7602,0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,1,2,74.4,139.4
1547,0,0,1,1,31,1,2,0,0,2,0,2,2,2,2,0,0,80.55,2471.6
2080,0,1,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,93.2,2931.0
4813,1,0,1,0,56,0,1,0,0,0,2,2,2,2,1,1,0,54.05,2959.8
3985,0,0,0,0,70,1,2,0,2,2,2,0,2,2,2,0,3,84.7,5991.05
6857,1,0,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,91.1,1135.7
9971,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.75,159.45
9040,0,0,1,0,37,1,2,1,0,0,2,0,2,2,0,1,2,99.5,3762.0
7046,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,70.25
8475,1,0,0,0,15,1,0,1,0,0,2,2,2,2,0,1,2,101.35,1553.95
3820,0,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,20.45,34.8
2646,1,0,0,0,24,1,0,1,0,0,0,0,2,2,0,1,2,90.35,2238.5
7384,0,0,1,1,13,1,0,1,0,0,0,0,2,2,0,0,2,88.35,1222.8
9517,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.0,85.0
5479,1,1,1,0,45,1,2,1,0,2,2,2,2,0,1,1,0,98.7,4525.8
7019,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.05,39.25
7506,0,1,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.05,85.05
4350,0,0,1,0,15,1,0,2,1,1,1,1,1,1,0,0,1,20.45,330.8
6510,1,0,1,1,63,1,2,1,0,2,0,0,0,2,1,1,2,91.35,5764.7
2155,0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,1,0,83.7,6096.9
7198,0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,90.4,168.2
3715,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.65,38.7
4057,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,50.15,50.15
8573,1,0,0,1,4,1,2,1,0,2,0,0,2,2,0,1,2,101.7,364.55
6379,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.4,20.4
9654,0,0,1,1,22,1,0,0,0,2,0,2,0,0,0,0,2,55.15,1206.05
3102,0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,113.65,8182.75
558,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,49.3,49.3
6930,0,0,1,1,61,0,1,0,2,2,0,2,0,2,1,1,0,50.7,3088.75
8149,0,1,0,0,27,1,2,1,0,0,2,0,0,2,0,0,1,88.3,2467.75
1436,0,1,1,0,58,1,2,1,0,2,0,0,2,2,1,1,0,97.8,5458.8
507,0,0,1,1,6,1,2,1,0,0,0,2,0,0,0,1,2,80.5,502.85
4472,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.4,69.4
1869,0,0,1,0,43,1,2,0,2,2,0,2,2,2,2,0,1,86.45,3574.5
755,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,57.2
5814,0,0,0,0,22,1,0,2,1,1,1,1,1,1,0,1,3,20.05,470.2
4050,0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,3,24.9,1859.2
5641,1,0,1,1,39,1,0,0,2,2,2,0,0,0,1,0,2,59.8,2343.85
3836,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.85,70.85
4386,1,0,0,0,19,1,2,0,0,0,2,2,0,0,0,0,2,59.55,1144.6
4999,1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,20.6,541.5
2118,1,0,0,0,31,1,2,1,0,2,0,0,0,0,0,1,2,80.45,2429.1
6594,1,0,1,0,14,1,2,0,0,0,0,2,2,0,0,1,1,66.6,979.5
7480,0,0,1,0,15,1,0,1,0,0,0,0,2,2,0,0,2,88.15,1390.6
501,0,0,1,1,70,1,2,0,2,0,0,0,0,2,1,0,0,65.2,4543.15
8018,0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1592.35
6719,1,0,1,1,68,1,0,0,0,0,2,2,2,2,2,1,0,72.95,4953.25
8246,1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,1,2,95.85,197.7
1539,1,0,1,0,30,1,0,0,0,0,2,0,0,0,0,1,3,50.0,1474.9
6582,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,69.8,134.7
1211,0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,1,2,80.3,250.05
9418,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.55,20.55
672,1,0,0,0,22,1,2,2,1,1,1,1,1,1,0,1,1,24.85,493.4
3377,1,0,1,0,6,1,2,1,0,0,0,0,0,0,0,1,2,75.5,438.0
4476,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.35,70.35
9070,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.45,35.45
1464,1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8,3475.55
9216,0,1,1,0,65,1,2,1,2,0,2,0,2,2,0,0,0,105.25,6786.4
1192,1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,85.25,5538.35
7485,1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,560.85
1872,1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,1,88.55,6362.35
3590,0,0,0,0,3,1,0,0,2,2,0,0,0,0,0,0,2,55.35,165.2
10217,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6
8812,0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,85.45,4874.7
505,1,0,0,1,11,1,2,1,0,0,2,0,0,0,0,1,3,78.0,851.8
243,0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,6126.15
506,1,0,1,0,2,1,0,1,0,0,0,2,2,2,0,1,2,94.2,167.5
8462,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,72.2,305.55
8158,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8
5007,0,0,0,0,34,1,2,0,0,0,0,2,2,0,0,0,3,65.0,2157.5
5368,1,0,0,0,4,1,0,0,0,0,0,2,2,0,0,1,2,61.3,249.4
1773,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.75,1859.1
7093,0,0,0,0,6,1,2,1,0,2,2,2,2,2,0,1,1,109.9,669.45
5268,0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,0,2,89.3,577.6
8452,0,1,0,0,14,1,2,1,0,2,0,0,0,0,0,1,2,78.95,1101.85
797,1,0,0,0,62,1,2,1,0,0,2,0,2,2,1,1,2,96.75,6125.4
7634,1,1,1,0,3,0,1,0,0,0,0,0,2,0,0,1,3,36.45,93.7
9725,0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.6,95.6
2829,1,0,1,1,42,1,0,2,1,1,1,1,1,1,1,0,3,20.25,854.9
9622,0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,20.1,221.35
9020,1,0,0,0,10,1,0,1,2,2,2,0,2,2,0,1,2,104.4,1081.45
312,0,0,0,0,43,1,2,1,2,2,2,2,2,2,2,0,1,115.05,4895.1
746,0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,3,75.05,202.9
3569,1,0,0,0,59,0,1,0,0,0,0,2,2,2,0,1,2,51.7,3005.8
790,0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,1,3,19.85,146.6
2476,1,1,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.0,1501.75
9628,1,0,0,1,10,1,2,1,0,0,0,0,2,2,0,0,2,95.2,930.4
2570,0,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,19.25,617.65
6453,1,0,0,0,2,1,0,1,0,2,0,0,2,2,0,0,2,95.65,167.3
9578,1,0,1,0,71,0,1,0,0,2,0,0,2,2,2,0,2,49.35,3515.25
4355,0,0,1,0,49,1,0,2,1,1,1,1,1,1,1,0,1,20.7,1032.05
2163,1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,3,74.4,527.9
9769,0,0,1,1,57,1,0,0,2,0,0,0,2,2,1,1,0,70.1,3913.3
9932,1,1,0,0,24,1,2,1,0,2,2,0,2,2,0,1,1,102.95,2496.7
380,0,0,1,0,41,1,0,1,0,2,2,2,0,0,1,1,0,86.2,3339.05
8880,0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.35,1639.3
1292,0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,1614.2
1912,0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,6352.4
599,1,0,0,0,16,1,0,1,0,0,0,2,0,0,0,1,1,74.55,1170.5
3892,0,1,1,0,52,1,2,1,2,2,2,0,2,2,0,1,2,109.1,5647.95
4141,0,0,0,0,29,1,0,2,1,1,1,1,1,1,0,0,1,19.35,601.6
1652,1,0,0,0,35,1,2,2,1,1,1,1,1,1,0,1,2,25.6,901.25
8629,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0,2,49.35,219.65
1893,0,1,0,0,5,1,0,1,0,0,0,0,0,2,0,0,2,78.95,378.4
1944,1,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,0,104.6,6885.75
3395,0,0,0,0,56,1,0,2,1,1,1,1,1,1,2,1,0,19.55,1080.55
5875,1,1,1,0,46,0,1,0,0,2,2,2,2,2,1,1,0,59.9,2816.65
4362,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,24.75,66.95
10087,1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2651.2
375,0,0,0,0,43,1,2,0,0,2,2,2,2,2,1,0,1,85.1,3662.25
1966,0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,1,19.35,433.75
3957,0,0,1,1,68,1,2,1,2,0,2,2,2,2,2,0,1,111.75,7511.3
7645,1,1,1,0,53,1,2,1,0,2,2,0,2,2,0,1,2,103.85,5485.5
4423,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,69.8,1221.65
9776,0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,94.3,424.45
4830,0,0,1,0,67,1,2,1,0,2,2,2,2,2,1,1,1,109.7,7344.45
8877,1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,77.0,237.75
5680,1,0,0,0,5,1,0,1,0,2,0,0,0,0,0,1,2,74.65,383.65
1471,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,36.8
3346,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,3,85.45,85.45
4522,0,0,1,0,67,1,0,2,1,1,1,1,1,1,2,0,3,19.65,1335.2
6713,1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,0,20.05,902.0
2853,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.55,252.75
4506,0,0,0,0,28,1,0,1,0,0,0,0,0,2,0,1,2,80.6,2244.95
9282,0,0,0,0,46,1,2,1,0,0,0,0,2,2,0,0,0,96.05,4399.5
10093,1,1,0,0,32,1,2,1,0,0,0,0,2,2,0,1,1,96.15,3019.25
6931,1,1,0,0,68,1,0,2,1,1,1,1,1,1,2,1,1,20.0,1396.0
4062,1,0,1,1,68,1,0,1,2,0,0,2,2,2,2,1,2,99.55,6668.0
5146,0,0,1,1,17,1,2,1,2,0,2,0,2,2,0,1,2,104.2,1743.5
4306,0,0,0,0,23,1,0,1,0,2,0,2,0,0,0,1,3,79.1,1783.75
5235,0,0,0,0,45,1,2,1,0,0,2,0,0,2,0,1,1,89.3,4192.15
7767,1,0,0,0,3,1,0,1,0,0,2,2,2,2,0,1,2,98.7,293.65
5664,1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,19.7,117.8
3990,0,0,1,0,69,1,0,0,0,2,0,0,0,2,2,1,1,61.45,4131.2
1049,0,0,0,0,40,1,2,0,0,0,2,2,2,2,1,1,3,80.75,3208.65
6623,0,0,1,0,34,1,2,0,2,2,0,2,0,0,0,0,2,62.65,2274.9
6545,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,68.65,68.65
8290,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,78.95,78.95
2035,1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,90.55,6404.0
4039,0,0,0,0,44,1,2,0,0,0,0,0,0,0,0,1,3,50.15,2139.1
5620,1,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05
9657,0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,987.95
1972,1,1,0,0,31,1,2,1,0,2,0,0,2,0,0,1,2,90.7,2845.15
9526,0,0,1,1,17,1,2,1,0,0,2,0,2,0,0,0,2,88.25,1460.65
2099,0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,85.2,627.4
1499,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,71.1,1247.75
6685,0,0,1,1,71,1,2,0,2,2,2,2,0,0,2,0,3,71.1,5224.95
652,0,0,0,0,17,1,2,2,1,1,1,1,1,1,0,0,3,24.8,475.25
170,1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,84.25,3539.25
4085,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,20.25
242,0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,3187.65
6120,1,0,1,0,52,0,1,0,2,0,0,0,0,2,0,1,2,39.9,2020.9
4371,0,0,1,0,67,1,0,2,1,1,1,1,1,1,1,1,0,20.85,1327.4
8649,0,1,0,0,30,1,2,1,2,2,2,0,0,0,0,0,1,91.7,2758.15
2756,0,1,0,0,10,0,1,0,0,0,0,0,0,2,0,1,2,34.7,329.8
7382,1,0,1,0,56,1,2,2,1,1,1,1,1,1,2,1,1,25.15,1327.15
5841,1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,71.3,1389.2
2076,0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,75.3,1702.9
4103,1,0,1,0,70,1,0,0,2,2,0,2,0,2,2,0,3,67.95,4664.15
9870,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,50.1,50.1
9689,0,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,1,25.4,399.6
5204,1,0,1,1,72,0,1,0,2,2,2,0,0,0,2,0,1,38.5,2763.0
9421,1,0,0,0,1,0,1,0,0,2,0,2,0,2,0,1,3,44.65,44.65
5477,1,0,0,0,54,1,2,0,2,0,2,2,2,2,2,0,0,87.1,4735.2
8686,1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,78.75,412.1
5165,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,44.8,169.65
9676,1,0,1,1,11,1,0,1,0,0,0,0,2,0,0,1,0,79.5,868.5
5081,1,0,1,1,8,1,0,0,0,0,0,0,2,0,0,1,2,54.4,475.1
5740,0,1,0,0,59,1,2,1,0,0,2,0,2,2,1,1,2,99.5,5890.0
5632,1,0,0,1,39,1,2,2,1,1,1,1,1,1,1,0,0,25.45,958.45
8733,1,0,1,1,47,1,2,1,0,2,0,0,2,2,0,1,2,99.35,4749.15
4661,1,0,0,0,51,1,0,2,1,1,1,1,1,1,2,0,3,20.45,1042.65
4078,0,0,0,0,30,0,1,0,0,0,0,2,0,2,1,1,1,40.35,1187.05
640,0,0,1,1,43,1,0,0,0,0,0,0,2,0,0,0,2,56.15,2499.3
1270,0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,6638.35
2778,0,0,1,0,43,1,2,1,2,2,0,0,0,2,0,1,2,94.1,4107.3
9061,0,0,0,0,9,1,0,0,2,2,0,0,2,2,0,1,2,74.65,703.55
1985,0,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.75,1350.15
3861,0,0,1,1,21,1,0,1,0,2,0,0,0,0,0,1,0,74.05,1565.7
3480,1,0,0,0,47,1,2,1,2,2,0,0,2,0,1,0,0,94.8,4535.85
1534,0,0,1,1,4,1,0,0,2,0,0,0,0,0,0,0,2,50.3,217.1
325,0,0,1,0,52,1,2,1,0,2,0,2,2,2,0,1,1,102.7,5138.1
2338,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,3,46.1,130.15
3980,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,1,2,76.5,837.95
7375,0,0,0,1,1,1,0,0,0,0,2,0,0,2,0,0,2,59.2,59.2
4054,0,0,0,0,14,1,0,0,2,0,0,0,0,0,0,0,0,50.1,709.5
2237,1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,2,24.85,1013.6
7616,1,0,0,1,25,1,0,1,0,2,0,0,2,2,0,1,2,95.9,2448.75
7727,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,2,79.15,79.15
9984,1,0,1,1,71,1,2,1,0,2,2,0,2,2,2,1,0,106.0,7723.7
5090,1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,77.0,237.75
864,1,0,1,0,62,0,1,0,0,0,0,2,2,0,2,1,0,39.0,2337.45
6095,0,0,0,0,4,1,2,2,1,1,1,1,1,1,1,0,2,23.9,97.5
5908,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,3,19.95,59.25
6191,0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1222.65
371,1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.65,181.5
6758,1,0,0,0,48,1,0,2,1,1,1,1,1,1,2,0,1,19.85,916.0
6346,0,0,0,0,68,1,2,1,2,2,0,2,2,2,2,0,1,110.25,7279.35
6134,1,0,1,1,50,1,0,2,1,1,1,1,1,1,1,1,3,20.35,938.95
6200,1,0,0,0,29,0,1,0,0,0,0,0,0,0,1,1,3,24.85,788.05
6323,1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,0,105.25,7173.15
9587,1,0,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,105.7,2979.5
5936,0,1,1,1,57,1,0,1,0,2,2,2,2,0,0,1,1,95.3,5567.45
2364,1,0,0,0,64,1,2,1,2,0,2,2,0,2,2,0,1,99.25,6549.45
3213,1,0,0,0,68,1,0,1,0,2,2,0,0,0,1,0,1,79.6,5461.45
911,1,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,1,20.05,267.0
9342,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.55,69.55
7607,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,846.0
8303,1,1,0,0,9,1,2,0,2,0,0,0,0,0,0,0,2,54.55,494.05
8703,1,0,0,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.9,1334.0
8789,0,1,0,0,4,1,2,1,0,0,2,0,2,0,0,1,2,89.2,346.2
6373,1,0,1,1,38,1,0,0,2,2,2,2,2,0,1,0,2,74.05,2802.3
1423,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45,50.45
10126,0,0,1,1,69,1,2,1,0,2,2,0,2,2,0,1,2,103.95,7446.9
479,0,0,0,1,15,1,0,1,0,0,0,0,0,0,0,0,0,69.0,994.8
662,1,0,1,1,65,1,2,0,2,2,0,0,0,2,2,1,3,69.55,4459.15
4800,0,0,0,0,54,1,0,0,2,0,2,2,2,2,2,0,2,80.6,4299.95
9276,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,492.55
8404,0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,91.3,91.3
2988,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.4,20.4
1119,1,0,1,1,25,1,0,0,2,2,2,0,0,0,1,1,0,61.6,1611.0
2776,1,1,0,0,7,0,1,0,0,2,0,2,0,2,0,1,2,44.4,265.8
4535,1,0,1,1,41,1,0,2,1,1,1,1,1,1,1,0,0,19.5,798.2
5956,1,0,1,1,36,1,0,0,2,0,2,0,0,2,1,1,1,63.7,2188.5
5371,1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.25,144.55
7132,1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,1,2,95.85,197.7
5487,1,0,1,1,43,1,2,2,1,1,1,1,1,1,2,0,3,24.25,1077.95
4427,1,0,1,0,17,1,2,1,0,2,0,0,0,0,0,1,0,80.5,1336.9
7959,1,1,1,0,57,1,2,1,0,2,2,0,0,2,0,1,0,95.25,5427.05
3981,1,0,0,0,51,1,2,0,2,2,2,2,2,0,1,1,1,81.15,4126.2
9251,1,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,95.5,829.1
2893,0,0,0,0,6,0,1,0,2,2,2,2,2,2,2,1,3,63.4,348.8
2669,0,1,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.05,91.45
